,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
321,k+,2.253,0.072,0.661,0.471,0.972,0.03331229443360512,0.030081556,phT
322,k+,2.68,0.113,0.468,0.362,0.111,0.012716898687581314,0.024407581,phT
323,k+,2.66,0.109,0.495,0.372,0.211,0.0709523630908272,0.026335148,phT
324,k+,2.66,0.106,0.517,0.377,0.28,0.09535452766650601,0.025358431,phT
325,k+,2.56,0.099,0.54,0.381,0.345,0.09459752551707358,0.021702074,phT
326,k+,2.56,0.099,0.54,0.381,0.345,0.09005895766934777,0.021702074,phT
327,k+,2.49,0.093,0.565,0.387,0.447,0.10165617254946013,0.016497576,phT
328,k+,2.41,0.087,0.593,0.402,0.597,0.09307129226222656,0.022910696,phT
329,k+,2.29,0.076,0.642,0.451,0.867,0.10792312373007432,0.019251234,phT
330,k+,3.75,0.039,0.38,0.39,0.1543,0.01572463084123981,0.0266,phT
331,k+,3.75,0.039,0.38,0.39,0.2519,-0.0006920614843647054,0.0226,phT
332,k+,3.77,0.039,0.37,0.39,0.3503,0.004895013542931186,0.0215,phT
333,k+,3.77,0.039,0.37,0.4,0.4491,0.05437902781738719,0.0221,phT
334,k+,3.76,0.039,0.37,0.41,0.5486,0.009916963559887235,0.0236,phT
335,k+,3.68,0.038,0.37,0.42,0.6703,0.00999565865126047,0.0218,phT
336,k+,3.71,0.038,0.37,0.43,0.8192,0.044971623303954725,0.0273,phT
337,k+,3.75,0.037,0.39,0.44,1.051,0.004981080602002407,0.0266,phT
338,k+,4.12,0.036,0.44,0.44,1.57,0.009188770749504357,0.0504,phT
339,k+,4.15,0.0455,0.34,0.41,0.15,0.05367101395979785,0.0199,phT
340,k+,4.26,0.0467,0.35,0.405,0.25,0.05712309076780365,0.0171,phT
341,k+,4.24,0.0465,0.36,0.404,0.35,0.02080959028078511,0.016,phT
342,k+,4.21,0.0463,0.36,0.408,0.45,0.040854968060231756,0.0161,phT
343,k+,4.19,0.046,0.36,0.415,0.55,-0.003319469685131464,0.0168,phT
344,k+,4.16,0.0459,0.36,0.425,0.67,0.03633330951543988,0.0155,phT
345,k+,4.18,0.046,0.36,0.437,0.82,0.06961632770523274,0.0188,phT
346,k+,4.3,0.046,0.37,0.448,1.06,0.05305473286072308,0.0174,phT
347,k+,4.81,0.0459,0.41,0.438,1.59,0.02130988397160665,0.0312,phT
348,k-,2.393,0.081,0.617,0.234,0.366,0.002534070596056564,0.022734335,z
349,k-,2.38,0.086,0.58,0.303,0.401,0.06778359302191123,0.024957764,z
350,k-,2.385,0.091,0.553,0.373,0.429,-0.011413436444966205,0.02862953,z
351,k-,2.32,0.091,0.536,0.448,0.45,0.0537857284397343,0.032163644,z
352,k-,2.294,0.091,0.534,0.523,0.463,0.10971384690898273,0.041671093,z
353,k-,2.325,0.092,0.53,0.591,0.479,0.07488884721373475,0.050789369,z
354,k-,2.329,0.094,0.513,0.662,0.493,0.005246341584444536,0.068919228,z
355,k-,2.41,0.082,0.616,0.227,0.362,0.02826381735047251,0.022692069,z
356,k-,2.41,0.087,0.582,0.287,0.389,0.04840232624351604,0.023749737,z
357,k-,2.4,0.091,0.557,0.347,0.419,0.0010890492126055633,0.026084862,z
358,k-,2.37,0.092,0.542,0.411,0.44,0.08106584977009226,0.028584786,z
359,k-,2.29,0.091,0.534,0.482,0.46,0.03378107571085465,0.033593154,z
360,k-,2.29,0.091,0.534,0.482,0.46,0.03144325540176232,0.033593154,z
361,k-,2.34,0.093,0.531,0.556,0.465,0.09465704893075608,0.043291685,z
362,k-,2.33,0.094,0.52,0.642,0.493,-0.04808215750636063,0.05328649,z
363,k-,2.28,0.093,0.506,0.726,0.5,0.1925443972009761,0.089304199,z
364,k-,2.3,0.096,0.482,0.793,0.464,-0.09356246936208182,0.138790814,z
365,k-,3.65,0.51,0.026,0.2248,0.51,-0.03484308501693441,0.023,z
366,k-,3.51,0.46,0.028,0.2743,0.53,-0.0424809904919635,0.0242,z
367,k-,3.49,0.43,0.03,0.3242,0.54,-0.043004597826561006,0.0256,z
368,k-,3.35,0.4,0.032,0.3742,0.56,-0.038484133232426325,0.0297,z
369,k-,3.13,0.35,0.034,0.4454,0.56,-0.01373019066017564,0.0251,z
370,k-,2.85,0.29,0.037,0.5641,0.57,0.015473448838524,0.0291,z
371,k-,2.68,0.25,0.04,0.7111,0.6,-0.10575683862981111,0.0487,z
372,k-,2.45,0.23,0.039,0.8679,0.55,0.09267090650252645,0.0868,z
373,k-,4.12,0.0292,0.51,0.225,0.55,-0.006357478440372273,0.0175,z
374,k-,3.97,0.0323,0.46,0.274,0.56,-0.03338126863531481,0.0184,z
375,k-,3.85,0.035,0.41,0.324,0.57,0.04693573118906427,0.02,z
376,k-,3.69,0.0372,0.37,0.374,0.58,0.00046131465879477307,0.0222,z
377,k-,3.45,0.0397,0.33,0.446,0.58,-0.03039338244837224,0.0185,z
378,k-,3.14,0.0428,0.28,0.564,0.58,-0.0060462697112497535,0.0205,z
379,k-,3.04,0.0462,0.24,0.712,0.62,0.027108201315140114,0.0347,z
380,k-,2.92,0.0459,0.24,0.869,0.56,-0.027480421352643135,0.0596,z
381,k-,1.289,0.035,0.715,0.339,0.507,0.07203413351620311,0.0352881,x
382,k-,1.666,0.055,0.582,0.358,0.421,0.0630311938192873,0.029841247,x
383,k-,2.088,0.076,0.532,0.363,0.381,0.015651488340728176,0.032048869,x
384,k-,2.585,0.098,0.508,0.37,0.366,0.04191603850494441,0.029274562,x
385,k-,3.375,0.133,0.489,0.37,0.363,0.06434442700163143,0.028507017,x
386,k-,4.551,0.186,0.474,0.369,0.351,-0.0012966153335180848,0.04048827,x
387,k-,6.301,0.275,0.444,0.37,0.364,-0.032458860989293264,0.064611145,x
388,k-,1.3,0.036,0.711,0.338,0.503,-0.015907237490832785,0.029106185,x
389,k-,1.67,0.056,0.578,0.355,0.417,0.07291385573650239,0.027266096,x
390,k-,2.04,0.074,0.533,0.361,0.381,0.05940993920393972,0.034808332,x
391,k-,2.44,0.093,0.51,0.367,0.367,0.02670166319662387,0.030245165,x
392,k-,2.44,0.093,0.51,0.367,0.367,0.0010312010188675974,0.030245165,x
393,k-,3.01,0.118,0.493,0.366,0.362,0.045140252896821595,0.033106193,x
394,k-,3.89,0.157,0.48,0.365,0.356,0.022430784621671147,0.034532304,x
395,k-,5.82,0.251,0.451,0.363,0.364,0.041609840139454096,0.049004592,x
396,k-,1.25,0.006431,0.66,0.3,0.57,-0.030738896983214973,0.0319,x
397,k-,1.51,0.01051,0.48,0.34,0.56,0.007815461801893225,0.0226,x
398,k-,1.87,0.01621,0.39,0.37,0.54,-0.010659429688654291,0.0222,x
399,k-,2.53,0.0252,0.34,0.41,0.54,-0.02791867491306123,0.0231,x
400,k-,3.87,0.03966,0.33,0.42,0.53,-0.13480438834905104,0.0282,x
401,k-,6.13,0.06254,0.33,0.41,0.53,-0.012864597666110002,0.0357,x
402,k-,9.68,0.09993,0.32,0.41,0.53,0.0654103483523713,0.0464,x
403,k-,15.8,0.1599,0.33,0.4,0.54,0.22120992516510188,0.0719,x
404,k-,31.4,0.2852,0.36,0.37,0.54,0.07747889882584916,0.1281,x
405,k-,1.24,0.0065,0.65,0.296,0.64,-0.06587969451883302,0.0295,x
406,k-,1.49,0.0105,0.48,0.341,0.59,0.048213586123405906,0.0183,x
407,k-,1.88,0.0163,0.39,0.375,0.57,0.03187222777968245,0.0168,x
408,k-,2.57,0.0253,0.34,0.405,0.56,0.005103188812106373,0.0169,x
409,k-,3.83,0.0398,0.33,0.42,0.56,0.007996425345011868,0.0202,x
410,k-,5.91,0.0626,0.32,0.418,0.56,0.010593638160163371,0.0245,x
411,k-,9.32,0.1002,0.31,0.418,0.56,-0.003488327432261221,0.0315,x
412,k-,15.09,0.1613,0.31,0.411,0.56,-0.016355521018948438,0.0439,x
413,k-,29.47,0.2984,0.33,0.4,0.61,0.1285150817678792,0.0571,x
414,k-,2.467,0.102,0.478,0.342,0.111,0.025066518872401744,0.030782625,phT
415,k-,2.452,0.098,0.516,0.348,0.21,0.043991699055067585,0.032697401,phT
416,k-,2.457,0.094,0.545,0.351,0.29,-0.0047418059675814195,0.032869439,phT
417,k-,2.361,0.086,0.576,0.354,0.37,0.04879278730035162,0.032076471,phT
418,k-,2.293,0.081,0.604,0.352,0.489,0.02462756688190888,0.023522755,phT
419,k-,2.275,0.076,0.636,0.372,0.673,0.0366357426437304,0.026974247,phT
420,k-,2.24,0.07,0.678,0.429,0.955,0.013720894566311311,0.039752862,phT
421,k-,2.47,0.103,0.477,0.337,0.111,-0.008392982127512612,0.034169577,phT
422,k-,2.48,0.1,0.513,0.346,0.21,0.046551120532784186,0.034489564,phT
423,k-,2.48,0.096,0.54,0.346,0.28,0.04057139736624896,0.037363083,phT
424,k-,2.39,0.089,0.566,0.351,0.345,0.0011922032831719366,0.033934643,phT
425,k-,2.39,0.089,0.566,0.351,0.345,0.008001115925316316,0.033934643,phT
426,k-,2.32,0.084,0.592,0.348,0.447,0.024301159599256866,0.024339269,phT
427,k-,2.31,0.08,0.62,0.358,0.597,0.033095692150846685,0.02782984,phT
428,k-,2.26,0.073,0.661,0.409,0.856,0.07172572295458557,0.031161675,phT
429,k-,3.27,0.032,0.39,0.38,0.154,-0.07975659731590569,0.0331,phT
430,k-,3.27,0.032,0.4,0.37,0.2516,-0.02047371064607703,0.0276,phT
431,k-,3.29,0.031,0.4,0.37,0.3501,-0.014472569155637622,0.0272,phT
432,k-,3.34,0.032,0.4,0.37,0.4491,0.07116084149969214,0.0275,phT
433,k-,3.35,0.032,0.4,0.38,0.5485,0.013170586635438679,0.0294,phT
434,k-,3.3,0.031,0.41,0.38,0.6699,-0.024945486701423762,0.0269,phT
435,k-,3.3,0.031,0.41,0.39,0.8183,-0.019280257642460698,0.0333,phT
436,k-,3.34,0.03,0.42,0.4,1.052,-0.09944671687248953,0.0322,phT
437,k-,3.5,0.028,0.47,0.41,1.57,-0.14412624357588236,0.0577,phT
438,k-,3.55,0.0364,0.36,0.394,0.15,0.0414077650947442,0.0249,phT
439,k-,3.68,0.0371,0.38,0.381,0.25,-0.023182134523272505,0.0217,phT
440,k-,3.67,0.0367,0.39,0.376,0.35,-0.03427868745287278,0.0206,phT
441,k-,3.66,0.0364,0.39,0.375,0.45,0.04249804715066263,0.0207,phT
442,k-,3.68,0.0363,0.39,0.376,0.55,-0.004766483583852864,0.0218,phT
443,k-,3.67,0.0361,0.4,0.382,0.67,0.015273092513490124,0.0201,phT
444,k-,3.69,0.0359,0.4,0.39,0.82,0.03821092113356371,0.0247,phT
445,k-,3.75,0.0356,0.41,0.398,1.06,-0.014981287009110464,0.0231,phT
446,k-,4.03,0.0349,0.45,0.402,1.59,-0.017997942256354454,0.0409,phT
