,hadron,1D_dependence,z,QQ,sbar,ubar,dbar,d,u,s
300,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
301,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
302,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
303,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
304,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
305,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
306,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
307,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
308,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
309,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
310,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
311,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
312,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
313,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
314,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
315,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
316,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
317,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
318,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
319,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
320,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
321,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
322,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
323,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
324,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
325,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
326,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
327,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
328,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
329,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
330,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
331,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
332,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
333,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
334,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
335,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
336,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
337,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
338,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
339,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
340,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
341,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
342,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
343,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
344,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
345,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
346,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
347,k-,x,0.3811111111111111,8.226666666666667,0.018157292382954944,0.08698273867956847,0.018168874993951263,0.018168874993951263,0.01816467404590226,0.3428306962386882
